0.00494,0.19523,0.16161,,,,,
0.00996,0.06015,0.01792,,,0.006606,0.10464,0.074828
0.00946,0.01932,0.12774,,,0.007952,0.1053,0.089874
0.00215,0.10476,0.0147,,,0.006604,0.105014,0.092868
0.00652,0.14374,0.05217,,,0.00515,0.101572,0.067752
0.01167,0.19853,0.23684,,,0.00685,0.118506,0.07403
0.00322,0.05872,0.03289,,,0.032596,0.097032,0.08594
0.00219,0.00211,0.00216,,,0.030702,0.087058,0.064902
0.01065,0.18943,0.04609,,,0.030532,0.07571,0.058798
0.13525,0.03637,0.11172,,,0.030624,0.089244,0.067418
0.0022,0.14866,0.13165,,,0.030616,0.05522,0.083916
0.00237,0.00198,0.00237,,,0.005524,0.062456,0.087066
0.00265,0.06978,0.04526,,,0.005626,0.033142,0.061794
0.01061,0.01931,0.12858,,,0.014714,0.044714,0.109262
0.00979,0.07255,0.12747,,,0.014894,0.075514,0.107596
0.00271,0.00209,0.00529,,,0.01856,0.151126,0.13511
0.04781,0.05984,0.23971,,,0.01707,0.137052,0.110052
0.00355,0.22378,0.03693,,,0.074464,0.138764,0.146532
0.02894,0.39737,0.26615,,,0.066746,0.156572,0.1137
0.00234,0.00218,0.00218,,,0.068172,0.141738,0.12768
0.28968,0.01065,0.18769,,,0.062828,0.062658,0.074838
0.00922,0.14888,0.07555,,,0.06285,0.066792,0.125506
0.01068,0.14961,0.10683,,,0.005326,0.068088,0.132466
0.00222,0.00197,0.00194,,,0.003904,0.044704,0.1212
0.00245,0.02285,0.25552,,,0.002168,0.015164,0.10022
0.00206,0.01713,0.22249,,,0.00425,0.04388,0.112496
0.00211,0.03196,0.01922,,,0.00513,0.079266,0.06263
0.002,0.00191,0.00193,,,0.043226,0.087154,0.023016
0.01263,0.14555,0.06332,,,0.043254,0.081212,0.019618
0.00685,0.19978,0.00619,,,0.044956,0.122452,0.01998
0.19254,0.05657,0.02442,,,0.04298,0.095728,0.034454
0.00225,0.00225,0.00223,,,0.042124,0.058358,0.038522
0.01051,0.20811,0.00374,,,0.005284,0.09927,0.037376
0.00275,0.01193,0.13569,,,0.005306,0.140478,0.0472
0.00257,0.01293,0.02653,,,0.003764,0.099264,0.046872
0.00834,0.26113,0.01869,,,0.005054,0.137718,0.05822
0.00236,0.20829,0.05135,,,0.06563,0.164492,0.082634
0.0028,0.00204,0.0021,,,0.066678,0.145766,0.08521
0.0092,0.2042,0.19243,,,0.067468,0.138656,0.12805
0.30545,0.1468,0.1486,,,0.068804,0.144948,0.131582
0.01358,0.1675,0.03157,,,0.067432,0.104712,0.093472
0.00631,0.17274,0.26555,,,0.009232,0.117154,0.069678
0.00948,0.0335,0.01976,,,0.00692,0.084098,0.066422
0.00234,0.00302,0.00188,,,0.006112,0.05,0.013726
0.01445,0.20901,0.02963,,,0.005832,0.075184,0.013888
0.00202,0.00222,0.01529,,,0.00748,0.079148,0.038202
0.00227,0.00225,0.00207,,,0.005032,0.037712,0.032672
0.00808,0.15942,0.02057,,,0.005824,0.099234,0.080762
0.01058,0.02284,0.12345,,,0.008224,0.101924,0.08503
0.00221,0.00183,0.00198,,,0.007422,0.142546,0.110248
0.00598,0.30983,0.25574,,,0.005718,0.13834,0.08594
0.01427,0.0157,0.02341,,,0.005736,0.177032,0.087924
0.00407,0.36253,0.14666,,,0.006222,0.15373,0.078394
0.00206,0.00181,0.00191,,,0.009348,0.151736,0.07957
0.0023,0.19529,0.0119,,,0.00895,0.07959,0.05079
0.00841,0.19332,0.20809,,,0.01031,0.107216,0.06145
0.0299,0.00573,0.02929,,,0.010282,0.07813,0.083174
0.00208,0.0018,0.00276,,,0.009004,0.103036,0.048698
0.00886,0.13994,0.05521,,,0.003516,0.107848,0.07334
0.00216,0.04986,0.12052,,,0.003556,0.10786,0.073234
0.00202,0.31785,0.03571,,,0.002202,0.08281,0.068148
0.00246,0.02979,0.1525,,,0.002182,0.111814,0.04482
0.00228,0.00186,0.00223,,,0.002704,0.068192,0.057842
0.00209,0.01469,0.02978,,,0.002638,0.062582,0.027764
0.00206,0.19488,0.00388,,,0.003978,0.100988,0.036316
0.00463,0.09974,0.10082,,,0.018518,0.100714,0.052802
0.00213,0.00174,0.00211,,,0.019292,0.079538,0.064074
0.00898,0.19389,0.04499,,,0.020052,0.082134,0.062054
0.07479,0.01332,0.11221,,,0.0392,0.104284,0.063822
0.00593,0.089,0.06024,,,0.039386,0.105418,0.05794
0.00843,0.11272,0.09072,,,0.024886,0.11276,0.036732
0.09787,0.11249,0.01095,,,0.02412,0.120816,0.03462
0.00991,0.19956,0.01558,,,0.024132,0.103664,0.050548
0.00229,0.05003,0.00617,,,0.004986,0.122878,0.066844
0.0021,0.12928,0.04968,,,0.003442,0.08369,0.065374
0.00849,0.02696,0.17036,,,0.03735,0.079232,0.072188
0.00214,0.20856,0.09243,,,0.040708,0.055572,0.089852
0.00219,0.00362,0.00823,,,0.042728,0.05607,0.065284
0.17183,0.02774,0.04024,,,0.044464,0.044938,0.10224
0.01889,0.01098,0.138,,,0.045476,0.10265,0.105738
0.01859,0.02945,0.04752,,,0.011524,0.136558,0.103322
0.01082,0.1529,0.27721,,,0.008194,0.134748,0.076716
0.00725,0.29218,0.02572,,,0.004888,0.15863,0.07886
0.00207,0.19728,0.02816,,,0.003888,0.167996,0.025094
0.00224,0.00193,0.00497,,,0.002832,0.117096,0.042594
0.00206,0.14886,0.05824,,,0.003286,0.106922,0.045928
0.00582,0.19973,0.00838,,,0.042378,0.11422,0.07154
0.00197,0.03768,0.11322,,,0.047084,0.113948,0.062028
0.00434,0.14641,0.04483,,,0.046338,0.077274,0.083044
0.1977,0.03842,0.13303,,,0.048016,0.09897,0.099428
0.02559,0.1475,0.01068,,,0.047572,0.075362,0.095132
0.00209,0.01636,0.11346,,,0.010096,0.071554,0.094928
0.01036,0.14616,0.19514,,,0.0054,0.082764,0.0962
0.00212,0.02837,0.02335,,,0.005444,0.079828,0.074412
0.01032,0.01938,0.13201,,,0.003796,0.066194,0.049256
0.00211,0.20355,0.01704,,,0.005074,0.096452,0.04819
0.00231,0.00168,0.00452,,,0.004202,0.132676,0.030976
0.00212,0.07799,0.06936,,,0.004834,0.094576,0.052464
0.00851,0.17966,0.01802,,,0.060408,0.099198,0.07206
